channel,longitude,latitude,pgv_4m_mms,pgv_12m_mms
147,6.44619662460795,52.2884136319252,1.916,0.687
148,6.446210178553,52.288415818135,2.205,0.791
149,6.44622373249805,52.2884180043449,2.181,0.782
150,6.44623728644311,52.2884201905548,2.091,0.75
151,6.44625078280556,52.2884225693925,1.973,0.708
152,6.44626426385843,52.2884249994446,1.904,0.683
153,6.4462777449113,52.2884274294966,1.846,0.662
154,6.44629122596417,52.2884298595487,2.208,0.792
155,6.44630470701703,52.2884322896007,1.824,0.654
156,6.4463181880699,52.2884347196528,2.029,0.727
157,6.44633166912277,52.2884371497049,2.13,0.764
158,6.44634515017564,52.2884395797569,1.838,0.659
159,6.44635863122851,52.288442009809,1.852,0.664
160,6.44637211228138,52.2884444398611,2.114,0.758
161,6.44638559333425,52.2884468699131,2.029,0.728
162,6.44639907438712,52.2884492999652,1.918,0.688
163,6.44641255543999,52.2884517300172,2.159,0.774
164,6.44642603682046,52.2884541589734,1.888,0.677
165,6.44643955150667,52.2884564765137,2.069,0.742
166,6.44645306619287,52.288458794054,2.047,0.734
167,6.44646658087908,52.2884611115943,1.919,0.688
168,6.44648009556528,52.2884634291346,2.131,0.764
169,6.44649361025148,52.288465746675,2.195,0.787
170,6.44650712493769,52.2884680642153,1.939,0.695
171,6.44652063962389,52.2884703817556,1.874,0.672
172,6.4465341543101,52.2884726992959,1.927,0.691
173,6.4465476689963,52.2884750168362,1.872,0.671
174,6.4465611836825,52.2884773343766,1.908,0.684
175,6.44657469836871,52.2884796519169,1.875,0.672
176,6.44658821305491,52.2884819694572,1.909,0.684
177,6.44660171918799,52.2884843156098,2.267,0.813
178,6.44661521586491,52.2884866933956,2.032,0.728
179,6.44662871254184,52.2884890711814,2.122,0.761
180,6.44664220921876,52.2884914489671,2.059,0.738
181,6.44665570589569,52.2884938267529,2.316,0.83
182,6.44666920455036,52.2884961979226,1.89,0.678
183,6.44668271187051,52.2884985401042,2.004,0.719
184,6.44669621919066,52.2885008822858,2.02,0.724
185,6.44670972651081,52.2885032244673,2.201,0.789
186,6.44672323383095,52.2885055666489,1.968,0.705
187,6.4467367411511,52.2885079088305,2.052,0.736
188,6.44675024847125,52.2885102510121,1.838,0.659
189,6.4467637557914,52.2885125931937,2.01,0.721
190,6.44677726311155,52.2885149353752,1.961,0.703
191,6.4467907704317,52.2885172775568,1.789,0.641
192,6.44680427775184,52.2885196197384,2.047,0.734
193,6.44681778507199,52.28852196192,2.05,0.735
194,6.44683129239214,52.2885243041016,2.115,0.758
195,6.44684479971229,52.2885266462831,2.098,0.752
196,6.44685830703244,52.2885289884647,2.181,0.782
197,6.44687181435259,52.2885313306463,2.033,0.729
198,6.44688532167274,52.2885336728279,1.892,0.678
199,6.44689882899288,52.2885360150095,2.131,0.764
200,6.44691233631303,52.288538357191,1.943,0.697
201,6.44692584363318,52.2885406993726,1.954,0.701
202,6.44693935095333,52.2885430415542,1.939,0.695
203,6.44695285827348,52.2885453837358,1.883,0.675
204,6.44696636559363,52.2885477259174,1.926,0.691
205,6.44697987291377,52.2885500680989,1.958,0.702
206,6.44699338003476,52.2885524109467,1.824,0.654
207,6.44700688654524,52.2885547558369,1.828,0.655
208,6.44702039305571,52.288557100727,2.115,0.758
209,6.44703389956618,52.2885594456172,1.96,0.703
210,6.44704740607666,52.2885617905073,2.003,0.718
211,6.44706091258713,52.2885641353974,1.86,0.667
212,6.44707441909761,52.2885664802876,2.047,0.734
213,6.44708792560808,52.2885688251777,2.009,0.72
214,6.44710143211855,52.2885711700679,1.923,0.69
215,6.44711493862903,52.288573514958,2.208,0.792
216,6.4471284451395,52.2885758598481,2.094,0.751
217,6.44714195164998,52.2885782047383,1.864,0.668
218,6.44715545743381,52.2885805520592,2.015,0.722
219,6.44716896260435,52.2885829014317,1.88,0.674
220,6.4471824677749,52.2885852508043,2.072,0.743
221,6.44719597294545,52.2885876001768,1.989,0.713
222,6.447209478116,52.2885899495493,2.24,0.803
223,6.44722298328655,52.2885922989218,1.977,0.709
224,6.44723648845709,52.2885946482943,2.117,0.759
225,6.44724999362764,52.2885969976668,1.974,0.708
226,6.44726349879819,52.2885993470394,1.948,0.699
227,6.44727700396874,52.2886016964119,2.051,0.735
228,6.44729050913929,52.2886040457844,1.977,0.709
229,6.44730401430984,52.2886063951569,1.923,0.69
230,6.44731751948038,52.2886087445294,1.813,0.65
231,6.44733102465093,52.288611093902,2.01,0.721
232,6.44734452982148,52.2886134432745,1.954,0.7
233,6.44735803499203,52.288615792647,2.092,0.75
234,6.44737154016258,52.2886181420195,1.885,0.676
235,6.44738504533312,52.288620491392,1.958,0.702
236,6.44739855050367,52.2886228407645,1.82,0.653
237,6.44741205567422,52.2886251901371,1.952,0.7
238,6.44742556084477,52.2886275395096,1.97,0.707
239,6.44743906601532,52.2886298888821,1.867,0.669
240,6.44745257118587,52.2886322382546,1.944,0.697
241,6.44746607635641,52.2886345876271,2.024,0.726
242,6.44747958152696,52.2886369369997,2.003,0.718
243,6.44749308669751,52.2886392863722,1.877,0.673
244,6.44750658821816,52.2886416479545,1.904,0.683
245,6.44752008959952,52.2886440100028,1.818,0.652
246,6.44753359098087,52.2886463720511,1.78,0.638
247,6.44754709236223,52.2886487340994,1.815,0.651
248,6.44756059374358,52.2886510961477,1.916,0.687
249,6.44757409512493,52.288653458196,1.941,0.696
250,6.44758759650629,52.2886558202443,1.79,0.642
251,6.44760109788764,52.2886581822926,2.0,0.717
252,6.44761459578899,52.2886605559824,1.881,0.675
253,6.44762808808874,52.2886629484108,2.022,0.725
254,6.4476415803885,52.2886653408393,2.073,0.743
255,6.44765507268825,52.2886677332678,2.012,0.721
256,6.44766856498801,52.2886701256963,1.891,0.678
257,6.44768205728776,52.2886725181247,1.924,0.69
258,6.44769554958752,52.2886749105532,1.957,0.702
259,6.44770904188727,52.2886773029817,1.884,0.676
260,6.44772253418703,52.2886796954101,2.013,0.722
261,6.44773602648679,52.2886820878386,2.004,0.718
262,6.44774951878654,52.2886844802671,1.839,0.659
263,6.44776301108629,52.2886868726956,1.918,0.688
264,6.44777650338605,52.288689265124,2.04,0.731
265,6.44778999568581,52.2886916575525,2.074,0.744
266,6.44780348798556,52.288694049981,2.276,0.816
267,6.44781698028532,52.2886964424094,1.924,0.69
268,6.44783047258507,52.2886988348379,1.941,0.696
269,6.44784396488483,52.2887012272664,1.952,0.7
270,6.44785745701128,52.2887036202746,1.986,0.712
271,6.44787094808987,52.2887060167882,1.866,0.669
272,6.44788443916847,52.2887084133017,1.712,0.614
273,6.44789793024707,52.2887108098152,1.784,0.64
274,6.44791142132566,52.2887132063288,1.887,0.677
275,6.44792491240426,52.2887156028423,2.219,0.796
276,6.44793840348285,52.2887179993559,1.873,0.672
277,6.4479518926622,52.2887204022229,1.809,0.649
278,6.44796537485062,52.2887228284763,1.8,0.646
279,6.44797885703904,52.2887252547296,1.96,0.703
280,6.44799233922746,52.288727680983,1.694,0.608
281,6.44800582141588,52.2887301072364,1.859,0.667
282,6.44801930360429,52.2887325334897,1.936,0.694
283,6.44803278579271,52.2887349597431,1.832,0.657
284,6.44804626798113,52.2887373859965,2.16,0.775
285,6.44805975016955,52.2887398122498,1.928,0.691
286,6.44807323235797,52.2887422385032,1.937,0.695
287,6.44808673366726,52.2887446007926,1.762,0.632
288,6.44810024533335,52.2887469284359,1.782,0.639
289,6.44811375699944,52.2887492560793,1.884,0.676
290,6.44812726069243,52.2887516103946,1.849,0.663
291,6.44814075608918,52.2887539924628,1.648,0.591
292,6.44815425148593,52.2887563745311,2.143,0.768
293,6.44816774688268,52.2887587565994,1.845,0.662
294,6.44818124227943,52.2887611386676,1.991,0.714
295,6.44819473767618,52.2887635207359,1.862,0.668
296,6.44820823307293,52.2887659028042,1.958,0.702
297,6.44822172792938,52.2887682866799,1.83,0.656
298,6.4482352227797,52.2887706705761,1.888,0.677
299,6.44824871763001,52.2887730544723,1.81,0.649
300,6.44826221248033,52.2887754383685,2.033,0.729
301,6.44827570733065,52.2887778222647,1.952,0.7
302,6.44828920218097,52.2887802061609,1.822,0.653
303,6.44830269703129,52.2887825900571,1.794,0.643
304,6.44831619188161,52.2887849739534,1.983,0.711
305,6.44832968673193,52.2887873578496,1.914,0.686
306,6.44834318158225,52.2887897417458,1.93,0.692
307,6.44835667643257,52.288792125642,2.005,0.719
308,6.44837017128289,52.2887945095382,1.884,0.676
309,6.44838366613321,52.2887968934344,2.035,0.73
310,6.44839716098353,52.2887992773306,1.805,0.647
311,6.44841065583385,52.2888016612268,2.005,0.719
312,6.44842415068417,52.288804045123,2.069,0.742
313,6.44843764553449,52.2888064290192,1.767,0.634
314,6.44845114038481,52.2888088129154,1.805,0.647
315,6.4484646579167,52.2888111209362,2.075,0.744
316,6.4484782759858,52.2888130926355,1.934,0.693
317,6.4484918940549,52.2888150643347,1.804,0.647
318,6.44850551212399,52.2888170360339,1.904,0.683
319,6.44851913019309,52.2888190077332,1.884,0.675
320,6.44853274826219,52.2888209794324,1.672,0.6
321,6.44854635628745,52.2888229847307,1.831,0.657
322,6.44855996059315,52.2888250024719,1.894,0.679
323,6.44857355135935,52.288827065506,1.842,0.661
324,6.44858698789081,52.2888296444931,1.742,0.625
325,6.44860042442226,52.2888322234802,1.913,0.686
326,6.44861386095372,52.2888348024673,1.831,0.656
327,6.44862729748517,52.2888373814543,2.019,0.724
328,6.44864073401663,52.2888399604414,1.737,0.623
329,6.44865417054808,52.2888425394285,2.049,0.735
330,6.44866760707954,52.2888451184156,1.879,0.674
331,6.44868104361099,52.2888476974027,1.902,0.682
332,6.44869448014245,52.2888502763898,1.793,0.643
333,6.4487079166739,52.2888528553769,1.829,0.656
334,6.44872134619794,52.2888554578055,2.094,0.751
335,6.44873477259216,52.2888580707041,1.763,0.632
336,6.44874819898638,52.2888606836027,2.04,0.732
337,6.4487616253806,52.2888632965014,1.873,0.672
338,6.44877505411809,52.2888659015612,1.725,0.619
339,6.44878848880791,52.288868486709,1.983,0.711
340,6.44880192349772,52.2888710718568,1.807,0.648
341,6.44881535818754,52.2888736570047,2.021,0.724
342,6.44882879287735,52.2888762421525,2.016,0.723
343,6.44884222756716,52.2888788273003,1.815,0.651
344,6.44885566739725,52.2888813952527,1.94,0.696
345,6.44886915319582,52.2888838094292,1.861,0.667
346,6.44888263899439,52.2888862236057,1.902,0.682
347,6.44889612479296,52.2888886377823,1.83,0.656
348,6.44890961059153,52.2888910519588,1.734,0.622
349,6.4489230963901,52.2888934661353,1.753,0.629
350,6.44893658218867,52.2888958803118,1.791,0.642
351,6.44895007280492,52.2888982783721,1.864,0.668
352,6.44896357071893,52.2889006520195,2.089,0.749
353,6.44897708233931,52.2889029798157,1.865,0.669
354,6.44899059408065,52.2889053072073,1.805,0.647
355,6.44900410944284,52.2889076224863,1.892,0.678
356,6.4490176172102,52.2889099631718,1.859,0.666
357,6.44903112159891,52.2889123151598,1.799,0.645
358,6.44904462598761,52.2889146671478,1.703,0.611
359,6.44905813037632,52.2889170191358,1.654,0.593
360,6.44907162933916,52.2889193892746,1.717,0.616
361,6.44908512473665,52.2889217713404,1.732,0.621
362,6.44909862013415,52.2889241534061,1.722,0.617
363,6.44911212341298,52.2889265091069,1.909,0.684
364,6.44912563669773,52.2889288313354,1.837,0.659
365,6.44913914998249,52.2889311535639,1.815,0.651
366,6.44915266326724,52.2889334757925,1.792,0.642
367,6.44916617655199,52.288935798021,1.96,0.703
368,6.44917968983674,52.2889381202495,1.789,0.642
369,6.4491931413256,52.2889406492004,1.843,0.661
370,6.44920658268794,52.288943212027,1.79,0.642
371,6.44922002405028,52.2889457748536,1.855,0.665
372,6.44923346541261,52.2889483376802,1.94,0.696
373,6.44924690677495,52.2889509005068,1.898,0.68
374,6.44926034813729,52.2889534633334,1.859,0.667
375,6.44927380677866,52.2889559683574,2.003,0.718
376,6.4492873033764,52.2889583464081,1.978,0.709
377,6.44930079997414,52.2889607244588,1.642,0.589
378,6.44931429558373,52.288963105815,1.813,0.65
379,6.44932778676212,52.2889655019947,1.992,0.714
380,6.44934127794052,52.2889678981744,1.777,0.637
381,6.44935476911892,52.2889702943541,1.791,0.642
382,6.44936826029731,52.2889726905338,1.991,0.714
383,6.44938175147571,52.2889750867135,1.821,0.653
384,6.4493952426541,52.2889774828932,1.912,0.686
385,6.4494087338325,52.2889798790729,1.691,0.606
386,6.44942222501089,52.2889822752526,1.831,0.657
387,6.44943571618929,52.2889846714323,1.837,0.659
388,6.44944920736769,52.288987067612,1.76,0.631
389,6.44946269854608,52.2889894637917,1.783,0.639
390,6.44947618972448,52.2889918599714,1.854,0.665
391,6.44948968090287,52.288994256151,1.916,0.687
392,6.44950317208127,52.2889966523307,1.879,0.674
393,6.44951666325967,52.2889990485104,1.586,0.569
394,6.44953015443806,52.2890014446901,1.708,0.612
395,6.44954364561646,52.2890038408698,1.734,0.622
396,6.44955713679485,52.2890062370495,1.716,0.615
397,6.44957062797325,52.2890086332292,1.706,0.612
398,6.44958411915165,52.2890110294089,1.811,0.649
399,6.44959761033004,52.2890134255886,1.901,0.682
400,6.44961110150844,52.2890158217683,1.653,0.593
401,6.44962459268683,52.289018217948,1.722,0.618
402,6.44963808752164,52.2890206018961,1.937,0.694
403,6.44965159515092,52.2890229430435,1.716,0.615
404,6.44966510278019,52.289025284191,1.707,0.612
405,6.44967861040947,52.2890276253385,1.741,0.624
406,6.44969211803874,52.289029966486,1.803,0.646
407,6.44970562566802,52.2890323076334,1.608,0.576
408,6.44971913329729,52.2890346487809,1.916,0.687
409,6.44973264092657,52.2890369899284,1.655,0.594
410,6.44974614855585,52.2890393310759,1.809,0.648
411,6.44975965158813,52.2890416876014,1.818,0.652
412,6.44977315244562,52.2890440514022,1.829,0.656
413,6.4497866533031,52.2890464152029,1.543,0.553
414,6.44980015416059,52.2890487790037,1.874,0.672
415,6.44981365501808,52.2890511428045,1.743,0.625
416,6.44982715587556,52.2890535066052,1.676,0.601
417,6.44984065673305,52.289055870406,1.789,0.641
418,6.44985415759054,52.2890582342067,1.726,0.619
419,6.44986765844803,52.2890605980075,1.658,0.594
420,6.44988115930551,52.2890629618083,1.889,0.677
421,6.449894660163,52.289065325609,1.697,0.609
422,6.44990816102049,52.2890676894098,1.758,0.63
423,6.44992166187797,52.2890700532106,1.86,0.667
424,6.44993516273546,52.2890724170113,1.81,0.649
425,6.44994866359295,52.2890747808121,1.763,0.632
426,6.44996216445043,52.2890771446129,1.743,0.625
427,6.44997566530792,52.2890795084136,1.67,0.599
428,6.44998916616541,52.2890818722144,1.914,0.686
429,6.4500026670229,52.2890842360152,1.764,0.632
430,6.45001616788038,52.2890865998159,1.961,0.703
431,6.45002966873787,52.2890889636167,1.69,0.606
432,6.45004316959536,52.2890913274174,1.7,0.61
433,6.45005667045284,52.2890936912182,1.779,0.638
434,6.45007017131033,52.289096055019,1.778,0.638
435,6.45008367216782,52.2890984188197,1.712,0.614
436,6.45009720127809,52.289100688108,1.871,0.671
437,6.45011080066859,52.2891027222917,1.594,0.572
438,6.45012443481063,52.289104640223,1.603,0.575
439,6.45013800021503,52.2891067880986,1.617,0.58
440,6.45015144443911,52.2891093413519,1.736,0.623
441,6.45016488866319,52.2891118946053,1.72,0.617
442,6.45017833288726,52.2891144478587,1.907,0.684
443,6.45019177711134,52.2891170011121,1.647,0.591
444,6.45020522133542,52.2891195543655,1.846,0.662
445,6.45021866555949,52.2891221076189,1.734,0.622
446,6.45023210978357,52.2891246608723,1.702,0.61
447,6.45024558940284,52.2891270957201,1.842,0.66
448,6.45025908468114,52.2891294781846,1.675,0.601
449,6.45027257995943,52.2891318606491,1.928,0.691
450,6.45028607621771,52.2891342398354,1.888,0.677
451,6.4502995786521,52.289136598361,1.789,0.642
452,6.45031308108649,52.2891389568866,1.613,0.578
453,6.45032658352088,52.2891413154123,1.736,0.623
454,6.45034008595526,52.2891436739379,1.629,0.584
455,6.45035358838965,52.2891460324636,1.78,0.638
456,6.45036709082404,52.2891483909892,1.594,0.571
457,6.45038059325843,52.2891507495149,1.914,0.686
458,6.45039409569282,52.2891531080405,1.758,0.63
459,6.45040759812721,52.2891554665661,1.549,0.556
460,6.4504211005616,52.2891578250918,1.965,0.705
461,6.45043460299598,52.2891601836174,1.795,0.644
462,6.45044810543037,52.2891625421431,1.76,0.631
463,6.45046160786476,52.2891649006687,1.776,0.637
464,6.45047511029915,52.2891672591943,1.683,0.603
465,6.45048861273354,52.28916961772,1.949,0.699
466,6.45050209723125,52.2891720362482,1.615,0.579
467,6.45051559929896,52.2891743960005,1.745,0.626
468,6.45052910136668,52.2891767557527,1.733,0.621
469,6.45054260343439,52.289179115505,1.8,0.645
470,6.45055610550211,52.2891814752572,1.837,0.659
471,6.45056960756982,52.2891838350095,1.734,0.622
472,6.45058310963753,52.2891861947618,1.768,0.634
473,6.45059661170525,52.289188554514,1.639,0.588
474,6.45061011377296,52.2891909142663,1.719,0.616
475,6.45062361584068,52.2891932740185,1.911,0.685
476,6.45063711790839,52.2891956337708,1.562,0.56
477,6.4506506199761,52.289197993523,1.932,0.693
478,6.45066412204382,52.2892003532753,1.776,0.637
479,6.45067762411153,52.2892027130276,1.709,0.613
480,6.45069111964645,52.2892050946336,1.562,0.56
481,6.45070461319927,52.2892074828703,1.711,0.613
482,6.45071810675209,52.289209871107,1.745,0.626
483,6.45073160030491,52.2892122593436,1.773,0.636
484,6.45074509385773,52.2892146475803,1.759,0.631
485,6.45075858741055,52.2892170358169,1.681,0.603
486,6.45077208096337,52.2892194240536,1.729,0.62
487,6.4507855745162,52.2892218122903,1.748,0.627
488,6.45079906806902,52.2892242005269,1.704,0.611
489,6.45081256162184,52.2892265887636,1.966,0.705
490,6.45082605517466,52.2892289770002,1.66,0.595
491,6.45083954872748,52.2892313652369,1.659,0.595
492,6.4508530422803,52.2892337534735,1.646,0.59
493,6.45086653583312,52.2892361417102,1.889,0.677
494,6.45088002938594,52.2892385299469,1.838,0.659
495,6.45089352293877,52.2892409181835,1.746,0.626
496,6.45090701649159,52.2892433064202,1.862,0.668
497,6.45092051308699,52.2892456844787,1.64,0.588
498,6.45093401088617,52.2892480585102,1.883,0.675
499,6.45094750868536,52.2892504325417,1.761,0.632
500,6.45096100648454,52.2892528065733,1.529,0.548
501,6.45097450428373,52.2892551806048,1.692,0.607
502,6.45098800208291,52.2892575546363,1.666,0.597
503,6.45100149988209,52.2892599286679,1.646,0.59
504,6.45101499768128,52.2892623026994,1.663,0.596
505,6.45102849548046,52.2892646767309,1.781,0.638
506,6.45104199327965,52.2892670507625,1.549,0.555
507,6.45105549107883,52.289269424794,1.682,0.603
508,6.45106898887802,52.2892717988256,1.78,0.638
509,6.4510824866772,52.2892741728571,1.564,0.561
510,6.45109605673915,52.289276305152,1.765,0.633
511,6.45110963329321,52.2892784157292,1.641,0.589
512,6.45112320572156,52.2892805401079,1.602,0.574
513,6.4511367781499,52.2892826644866,1.93,0.692
514,6.45115029089633,52.289284988516,1.773,0.636
515,6.45116373629404,52.2892875378432,1.716,0.615
516,6.45117718169176,52.2892900871705,1.859,0.667
517,6.45119062448514,52.2892926452099,1.767,0.634
518,6.45120406134094,52.289295223112,1.776,0.637
519,6.45121749819673,52.2892978010141,1.748,0.627
520,6.45123093845173,52.289300367545,1.726,0.619
521,6.45124442286947,52.2893027863408,1.662,0.596
522,6.45125790728722,52.2893052051365,1.764,0.633
523,6.45127138628556,52.2893076420614,1.683,0.604
524,6.45128486474738,52.2893100807812,1.767,0.634
525,6.4512983432092,52.2893125195009,1.833,0.657
526,6.45131182167103,52.2893149582207,1.726,0.619
527,6.45132530013285,52.2893173969404,1.792,0.643
528,6.45133877859467,52.2893198356602,1.631,0.585
529,6.45135225705649,52.2893222743799,1.563,0.56
530,6.45136573551831,52.2893247130997,1.929,0.692
531,6.45137921398013,52.2893271518194,1.836,0.658
532,6.45139269244195,52.2893295905392,1.892,0.678
533,6.45140617090377,52.2893320292589,1.661,0.595
534,6.45141964936559,52.2893344679787,1.824,0.654
535,6.45143312782741,52.2893369066984,1.737,0.623
536,6.45144660628923,52.2893393454182,1.657,0.594
537,6.45146008475105,52.2893417841379,1.626,0.583
538,6.45147356321288,52.2893442228577,1.843,0.661
539,6.4514870416747,52.2893466615774,1.76,0.631
540,6.45150052013652,52.2893491002972,1.664,0.597
541,6.45151399859834,52.2893515390169,1.925,0.69
542,6.45152747706016,52.2893539777367,1.801,0.646
543,6.45154095552198,52.2893564164564,1.812,0.65
544,6.45155442040123,52.2893589006132,1.538,0.552
545,6.45156787121964,52.2893614318069,1.761,0.631
546,6.45158132203806,52.2893639630007,1.7,0.609
547,6.45159477285647,52.2893664941944,1.805,0.647
548,6.45160822367488,52.2893690253881,1.758,0.63
549,6.45162167449329,52.2893715565818,1.776,0.637
550,6.4516351253117,52.2893740877756,1.663,0.596
551,6.45164857613011,52.2893766189693,1.703,0.611
552,6.45166202694852,52.289379150163,1.718,0.616
553,6.45167547776693,52.2893816813567,1.701,0.61
554,6.45168892858534,52.2893842125505,1.591,0.571
555,6.45170237940375,52.2893867437442,1.654,0.593
556,6.45171583022216,52.2893892749379,1.697,0.609
557,6.45172928104057,52.2893918061316,1.641,0.588
558,6.45174273185898,52.2893943373254,1.898,0.68
559,6.45175618267739,52.2893968685191,1.908,0.684
560,6.4517696334958,52.2893993997128,1.814,0.651
561,6.45178308431421,52.2894019309065,1.894,0.679
562,6.45179653513263,52.2894044621003,1.681,0.603
563,6.45180998595104,52.289406993294,1.675,0.601
564,6.45182343676945,52.2894095244877,1.616,0.58
565,6.45183688758786,52.2894120556814,1.78,0.638
566,6.45185033840627,52.2894145868752,1.743,0.625
567,6.45186378922468,52.2894171180689,1.685,0.604
568,6.45187724004309,52.2894196492626,1.863,0.668
569,6.45189067390838,52.2894222371687,1.855,0.665
570,6.45190410312365,52.2894248406302,1.69,0.606
571,6.45191753233892,52.2894274440917,1.649,0.591
572,6.45193098004156,52.2894299857084,1.992,0.714
573,6.45194443928541,52.289432488717,1.599,0.574
574,6.45195789852925,52.2894349917256,1.66,0.595
575,6.45197135777309,52.2894374947342,1.743,0.625
576,6.45198481701694,52.2894399977428,1.683,0.603
577,6.45199827626078,52.2894425007514,1.627,0.583
578,6.45201173550463,52.28944500376,1.8,0.645
579,6.45202519474847,52.2894475067686,1.651,0.592
580,6.45203865399231,52.2894500097771,1.885,0.676
581,6.45205211323616,52.2894525127857,1.677,0.601
582,6.45206557248,52.2894550157943,1.666,0.597
583,6.45207903172385,52.2894575188029,1.668,0.598
584,6.45209249096769,52.2894600218115,1.751,0.628
585,6.45210595021153,52.2894625248201,1.781,0.639
586,6.45211940945538,52.2894650278287,1.83,0.656
587,6.45213286869922,52.2894675308373,1.855,0.665
588,6.45214629389902,52.2894701477315,1.896,0.68
589,6.45215967696634,52.2894729055692,1.767,0.633
590,6.45217306003367,52.2894756634069,1.742,0.625
591,6.45218644310099,52.2894784212446,1.889,0.677
592,6.45219982616832,52.2894811790823,1.809,0.649
593,6.45221320923565,52.28948393692,1.785,0.64
594,6.45222659230297,52.2894866947577,1.755,0.629
595,6.4522399753703,52.2894894525954,1.795,0.644
596,6.45225335843762,52.289492210433,1.682,0.603
597,6.45226674150495,52.2894949682707,1.741,0.624
598,6.45228012457228,52.2894977261084,1.8,0.645
599,6.4522935076396,52.2895004839461,1.76,0.631
600,6.45230689070693,52.2895032417838,1.658,0.595
601,6.45232027377425,52.2895059996215,1.668,0.598
602,6.45233365684158,52.2895087574592,1.722,0.617
603,6.45234703990891,52.2895115152969,1.738,0.623
604,6.45236042297623,52.2895142731346,1.621,0.581
605,6.45237380604356,52.2895170309723,1.748,0.627
606,6.45238718911088,52.2895197888099,1.682,0.603
607,6.45240057217821,52.2895225466476,1.792,0.643
608,6.45241395524553,52.2895253044853,1.655,0.593
609,6.45242733831286,52.289528062323,1.651,0.592
610,6.45244072138019,52.2895308201607,1.649,0.591
611,6.45245410444751,52.2895335779984,1.76,0.631
612,6.45246748751484,52.2895363358361,1.782,0.639
613,6.45248087058216,52.2895390936738,1.787,0.641
614,6.45249425364949,52.2895418515115,1.691,0.606
615,6.45250763671682,52.2895446093492,1.581,0.567
616,6.45252101978414,52.2895473671868,1.897,0.68
617,6.45253440285147,52.2895501250245,1.605,0.575
618,6.45254778591879,52.2895528828622,1.598,0.573
619,6.45256116898612,52.2895556406999,1.719,0.616
620,6.45257455205344,52.2895583985376,1.841,0.66
621,6.45258793512077,52.2895611563753,1.687,0.605
622,6.4526013181881,52.289563914213,1.775,0.636
623,6.45261470125542,52.2895666720507,1.905,0.683
624,6.45262808432275,52.2895694298884,1.682,0.603
625,6.45264146739007,52.2895721877261,1.755,0.629
626,6.4526548504574,52.2895749455637,1.739,0.624
627,6.45266823352473,52.2895777034014,1.848,0.663
628,6.45268166253492,52.289580307549,1.768,0.634
629,6.45269532891546,52.2895821176346,1.775,0.637
630,6.45270874644537,52.2895847601865,1.901,0.682
631,6.45272208681531,52.2895876608574,1.749,0.627
632,6.45273542718526,52.2895905615283,1.866,0.669
633,6.4527487675552,52.2895934621992,1.805,0.647
634,6.45276210792515,52.2895963628701,1.795,0.644
635,6.45277544829509,52.289599263541,1.748,0.627
636,6.45278878866503,52.2896021642118,1.682,0.603
637,6.45280212903498,52.2896050648827,1.824,0.654
638,6.45281546940492,52.2896079655536,1.771,0.635
